"french","bambara"
"miroir","dùgare"
"miroir","dùngare"
"le miroir s'est brisé alors qu'elle s'en servait","dúgare cìra  à bólo"
"terre","dùgu"
"sol","dùgu"
"il est tombé par terre","à bìra  dùgu mà"
"[Context: la terre a blanchi] c'est l'aube","dùgu jɛ́ra"
"[Context: entre ciel et terre !] elle est enceinte","à bɛ́  sán ní  dùgu cɛ́"
"nuit","dùgu"
"[Context: au milieu de la nuit] la nuit est avancée","dùgu tílalen"
"région","dùgu"
"ville","dùgu"
"il est parti en ville","à táara  dùgu kɔ́nɔ"
"[Context: dans un village] il est parti en voyage","à táara  dùgu lá"
"fonder un village","dùgu sìgi"
"gros village","dùguba"
"[Context: grande] .ville","dùguba"
"serpent Typhlops punctatus","dùguci"
"serpent Typhlops punctatus","kàlaci"
"serpent Typhlops punctatus","dùgukolosanin"
"serpent Typhlops punctatus","dùgurɔsanin"
"serpent Leptotyphlops sp.","dùguci"
"serpent Leptotyphlops sp.","kàlaci"
"serpent Leptotyphlops sp.","dùgukolosanin"
"serpent Leptotyphlops sp.","dùgurɔsanin"
"agitateur","dùgucila"
"villageois","dùguden"
"villageois","dùgu.len"
"[Context: maintenant] tu fais  partie du village","í kɛ́ra  dùgulen yé"
"se pavaner","dùgudɛgɛ"
"se dandiner","dùgudɛgɛ"
"marmonner","dúgudugu"
"un tel ne fait que marmonner","kàrisa bɛ́  kúma dúgudugu"
"aube","dùgujɛ"
"lendemain matin","dùgujɛ"
"lendemain","dùgujɛ"
"le lendemain soir","ò dùgujɛ, sú fɛ̀.."
"ils vont tous les jours cueillir les haricots","ù bɛ́ táa  syɔ̀ bɔ́  dón ní  dùgujɛ"
"petit jour","dùgujɛnda"
"quand l'aube est toute proche ...","ní  dùgujɛnda sùrunyana..."
"hypocrite","dùgujukɔrɔsa"
"hypocrite","jíjukɔrɔsa"
"terre","dùgukolo"
"sol","dùgukolo"
"plante Fimbristylis cioniana","dùgukolokunsi"
"plante Bulbostylis cioniana","dùgukolokunsi"
"serpent Typhlops sp.","dùgukolosànin"
"séisme","dùgukoloyɛrɛyɛrɛ"
"centre ville","dùgukɔnɔna"
"intrérieur de village","dùgukɔnɔna"
"herbe Sporobolus festivus","dùgukunsigi"
"qualité.de villageois","dùgulenya"
"qualité.de citoyen","dùgulenya"
"acquérir droit de cité","dùgulenya"
"connaître les histoires du village","dùgulenya"
"annone","dùgumadagannin"
"annone","màndensunsun"
"annone","dàgannin"
"lèvre inférieure","dùgumadawolo"
"reptile","dùgumafɛn"
"serpent","dùgumafɛn"
"""dugumafɛn"" se dit du serpent","dùgumafɛn bɛ́ fɔ́  sà dè mà"
"école primaire","dùgumakalan"
"[Context: Kb 6/05 p 3] elle fit ses études primaires à Kènyèba","à y'á ká dùgumakalan kɛ́ Kɛ̀ɲɛba"
"fantassin","dùgumakɛlɛcɛ"
"[Context: kb 1/06 p 4] il y avait des fantassins, des cavaliers et des 'marins'","dùgumakɛlɛcɛ, sòkankɛlɛcɛ ní jíkankɛlɛcɛ tùn b'ú lá..."
"sol","dùgumana"
"plancher","dùgumana"
"rez-de-chaussée","dùgumanaso"
"maison de plein pied","dùgumanaso"
"gingembre","dùgumaɲamaku"
"roi","dùgumasa"
"petite fourmi noire","dùgumɛnɛ"
"arbre Cordyla pennata","dùgura"
"angle intérieur de l'oeil","dùgure"
"fétiche","dúgure"
"lombric","dùgurɔsa"
"lombric","dùguci"
"lombric","kàlaci"
"lombric","dùgu.rɔ.sa.nin"
"petit serpent fouisseur","dùgurɔsa"
"petit serpent fouisseur","dùguci"
"petit serpent fouisseur","kàlaci"
"petit serpent fouisseur","dùgu.rɔ.sa.nin"
"oedème","dúguru"
"oedème","dúguu"
"enflure démesurée","dúguru"
"enflure démesurée","dúguu"
"très enflé","dúguru"
"il a enflé démesurément","à fúnuna kà kɛ́ dúguru"
"se pavaner","dùgurudɛgɛrɛ"
"voyage","dùgusen"
"voyage","dùgutaa"
"tu te promènes et tu observes les fillettes au cours de tes voyages ...","í bɛ́ yáala  kà dénmisɛnnin lájɛ  í dùgusen fɛ́"
"salpêtre","dùgusɛgɛ"
"aurore","dùgusɛjɛ"
"aurore","dùgujɛ"
"lendemain matin","dùgusɛjɛ"
"lendemain matin","dùgujɛ"
"voyage","dùgutaa"
"voyage","dùgusen"
"voyage","dùgu.taga"
"cambrure du pied","dùgutɛ̀nɛ"
"chef de village","dùgutigi"
"chefferie de village","dùgutigiya"
"si c'est ton tour d'avoir la chefferie du village ...","ní  dùgutigiya dá séra  é mà..."
"chemise sans manche","dùgutigi-y'-án-wéle"
"chemise sans manche","kɔ́bilaɲɛbila"
"minuit","dùgutila"
"minuit","dùgu.tila.ma"
"en pleine nuit","dùgutila fɛ̀"
"bouture","dùguturu"
"souche d’arbre","dùguturu"
"cour","dúkɛnɛ"
"membre de famille","dúkɔnɔmɔgɔ"
"membre de famille","dúmɔgɔ"
"ombre","dúlen"
"sinuosité","dùlenya"
"manque de droiture","dùlenya"
"ampoule","dùlokoto"
"ampoule","dlòkoto"
"cloque","dùlokoto"
"cloque","dlòkoto"
"provoquer des ampoules","dùlokoto"
"provoquer des ampoules","dlòkoto"
"provoquer des ampoules","dòlokoto"
"provoquer des ampoules","bòlokoto"
"suspendre","dúlon"
"suspendre","búlon"
"suspendre","gúlon"
"suspendre la sacoche au piquet","npálan dúlon  bɔ̀lɔ lá"
"les abeilles se suspendent à l'arbre et forment un essaim","díkisɛ bɛ́ dúlon  jíri lá  kà ɲùguba kɛ́"
"chemise","dùlɔki"
"chemise","dùloki"
"chemise","dɔ̀lɔki"
"chemise","dlɔ̀ki"
"chemise","dlòki"
"agréable","dúman"
"jolie voix","kán dúman"
"de bon prix","dúman"
"bon marché","dá dúman"
"efficace","dúman"
"remède efficace","fúra dúman"
"facile","dúman"
"patate douce","dùmáŋèré"
"patate douce","tùmawule"
"membre de famille","dúmɔgɔ"
"membre de famille","dúkɔnɔmɔgɔ"
"interdit","dùmu"
"interdit","dùnu"
"[Context: nouvel] établir un  interdit","dùmu dòn"
"nous avons cet interdit chez nous : que personne ne dorme chez sa grand'mère maternelle, sinon tu meurs !","à dùmu dɔ́ bɛ́  án fɛ̀ : mɔ̀gɔ sí kàna sùnɔgɔ  í mɔ̀muso fɛ̀  bɛ́ɛnna nɔ́n'ó tɛ́, í bɛ́ sà"
"action de manger","dúmuni"
"manger","dúmuni kɛ́"
"il a fini de manger","à tílara  dúmuni ná"
"nourriture","dúmuni"
"le repas est cuit, prêt","dúmuni mɔ̀na"
"nourrir","dúmuni"
"donner à manger","dúmuni"
"l'hôte a donné à manger aux étrangers","jàtigi yé dúnan dúmuni"
"qui ne mange pas","dúmunibali"
"ne mettez pas les boeufs à la charrue sans qu'ils aient mangé","á kàna mìsi dúmunibali dòn  dàba lá :"
"jeûne","dúmunibaliya"
"diète","dúmunibaliya"
"vaisselle","dúmunibɔminɛn"
"gourmand","dúmuniden"
"pensionnaire","dúmuniden"
"appétit","dúmunidɔgɔ"
"appétit","dúmuninege"
"aliment","dúmunifɛn"
"abstinence alimentaire","dúmunikɛbaliya"
"jeûne","dúmunikɛbaliya"
"anorexie","dúmunikɛbaliya"
"mangeur","dúmunikɛla"
"convive","dúmunikɛla"
"gros mangeur","dúmunikɛla"
"vaisselle","dúmunikɛminɛn"
"convive","dúmunikɛɲɔgɔn"
"gourmand","dúmunimɔgɔ"
"gourmand","dúmuniden"
"manque de nourriture","dúmunintanya"
"goinfre","dúmuniŋana"
"digestion","dúmuniyɛlɛma"
"changement de régime alimentaire","dúmuniyɛlɛma"
"profond","dùn"
"il a les yeux caves","à ɲɛ́dingɛ ká dùn"
"TOP CNTR","dùn"
"pourquoi donc tu n'es pas parti, toi ?","é dùn má táa  mùn ná ?"
"ce chasseur ne cultive pas, ne demande rien pour son gibier ;quant à sa mère, elle prend de l'âge","dònso nìn tɛ́  cí kɛ́, à tɛ́ sògosɔngɔ mìnɛ, à bá dùn bɛ́ ɲíni  kà kɔ̀rɔ"
"gâte-bois","dùn"
"eau profond","dùn"
"manger","dún"
"dépenser","dún"
"rouler qn","dún"
"[Context: sur le prix, le salaire ...] tu m'as roulé, tu m'as eu","í yé  né dún"
"étranger","dúnan"
"étranger","dnán"
"étranger","dúnan"
"accueillir","dúnanjigin"
"accueillir","dnán.jigin"
"[Context: les présente ...] je m'occupe d'eux","ń bɛ́  ù dúnanjigin"
"chambre d'hôte","dúnanjiginso"
"chambre d'hôte","dúnanjiginyɔrɔ"
"chambre d'hôte","dnán.jigin.so"
"hôtel","dúnanjiginso"
"hôtel","dúnanjiginyɔrɔ"
"hôtel","dnán.jigin.so"
"étranger","dúnankɛ"
"étranger","dnán.kɛ"
"étrangère","dúnanmuso"
"étrangère","dnán.muso"
"dans la condition d'étranger","dúnannama"
"dans la condition d'étranger","dnán.nama"
"condition d'étranger","dúnanya"
"condition d'étranger","dnan.ya"
"la condition de l'étranger c'est les ténèbres","dúnanya yé  dìbi yé"
"incomestible","dúnbali"
"bouteille","dúnden"
"petite calebasse allongée","dúnden"
"privé","dùnduguma"
"la nourriture de la maison est meilleure que la nourriture commune","dùndugumato ká fìsa  fòrobato yé"
"nourriture","dúnfɛn"
"précipice","dùnfin"
"arbre Ostryoderris stuhlmannii","dùnforoko"
"arbre Ostryoderris stuhlmannii","kúngoduguranin"
"arbre Ostryoderris stuhlmannii","mùsonsana"
"arbre Ostryoderris chevalieri","dùnforoko"
"arbre Ostryoderris chevalieri","kúngoduguranin"
"arbre Ostryoderris chevalieri","mùsonsana"
"peuple","dùnge"
"nation","dùnge"
"familier","dùnge"
"un tel fréquente volontiers cet endroit","kàrisa yé  nìn yɔ́rɔ dùnge yé"
"désir","dùngɔ"
"bon plaisir","dùngɔ"
"planchette sur le linteau de la porte","dùnguru"
"planchette sur le linteau de la porte","tùnfuru"
"monde","dúniya"
"monde","dúnuya"
"si j'avais su que le monde était ainsi ...","ní  né tùn y'á dɔ́n  dúniya bɛ́ tàn..."
"manger à.sa faim","dún-kà-fá"
"comestible","dúnta"
"la famine est venue, il n'y a plus rien à manger, rien !","kɔ́ngɔ nàna bìn, dúnta tɛ́, fóyi ! :"
"absence de nourriture","dúntantanya"
"priver de logement","dúntanya"
"le village rasé pour le diviser en quartiers, nous voilà tous sans logement","dùgu cìli k'à kɛ́  kìn yé, ò fílɛ kà  án bɛ́ɛ dúntanya :"
"huile comestible","dúntulu"
"tambour","dùnu"
"tambour","dùnun"
"jeu du tambour","dùnu"
"jeu du tambour","dùnun"
"tout instrument à.percussion","dùnu"
"tout instrument à.percussion","dùnun"
"joueur de tambour","dùnufɔla"
"joueur de tambour","dúnun.fɔ.la"
"guêpe-maçonne","dùnukàla"
"guêpe-maçonne","dɛ̀nɛkirinti"
"guêpe-maçonne","dòni.kala"
"profondeur","dùnya"
"approfondir","dùnya"
"disperser","dùruntu"
"brouiller","dùruntu"
"apprendre par coeur","dùrusi"
"odeur forte","dúrututu"
"carnet de famille","dúsɛbɛn"
"carnet de famille","gàkaranɛ"
"coeur","dùsu"
"centre d'énergie","dùsu"
"courage","dùsu"
"colère","dùsu"
"[Context: ou] il n'a pas de courage, de caractère;  il n'est pas coléreux","dùsu t'á lá"
"[Context: ou] il a du caractère ;  il est coléreux","à dùsu ká bòn"
"il est parti de son propre mouvement","à táara  à yɛ̀rɛ dùsu lá"
"il a beaucoup de chagrin, il est découragé","à dùsu kàsilen"
"notre courage à tous a fondu","dùsu má tó  án sí kɔ́nɔ"
"décourager, perdre courage","dùsu tíɲɛ"
"consoler","dùsu súma"
"se calmer  à l'égard de qn","dùsu màda  mɔ̀gɔ kɔ́rɔ"
"il a bon caractère","à dùsu mà ká dí"
"[Context: ou] il est inflexible;  sa colère perdure","à dùsu jàlen"
"il n'a pas peur","à dùsu mìnnen"
"il est franc, honnête","à dùsu jɛ́len"
"[Context:  ... la] elle a encouragé son enfant","à yé  dùsu dòn  à dén kɔ́nɔ"
"se fâcher","dùsu"
"se mettre avec ardeur au travail","dùsu"
"ne te fâche pas contre moi !","í kàna dùsu  né kɔ́rɔ !"
"coléreux","dùsuba"
"susceptible","dùsuba"
"grande susceptibilité","dùsubaya"
"emportement","dùsubɔ"
"courage","dùsubɔ"
"colère","dùsudimi"
"patience","dùsufaga"
"calme","dùsufaga"
"cruauté","dùsugɛlɛnya"
"dureté.de coeur","dùsugɛlɛnya"
"aplomb","dùsugɛlɛnya"
"irascible","dùsugonitigi"
"colère tenace","dùsuja"
"grande anxiété","dùsuja"
"sincérité","dùsujɛlenya"
"chagrin","dùsukasi"
"chagrin","dùsu.kasi.ko"
"chagriner","dùsukasi"
"être affligé","dùsukasi"
"peiné","dùsukasibaatɔ"
"en colère","dùsukasibaatɔ"
"vaurien","dùsukasimɔgɔ"
"coeur","dùsukun"
"son coeur bat très fort","à dùsukun bɛ́ tán"
"ardeur","dùsukun"
"elle a du courage","dùsukun b'á lá"
"colère","dùsukun"
"maux de coeur","dùsukundimi"
"obstination","dùsukungɛlɛya"
"sincérité","dùsukunjɛlenya"
"aigreurs","dùsukunnakaliya"
"inflammation de l'oesophage","dùsukunnakaliya"
"désir profond","dùsukunnako"
"désir profond","níkanko"
"aucun d'entre vous ne le prend à coeur","mɔ̀gɔ sí tɛ́ á cɛ́ lá mín bɛ́ ò kɛ́ à dùsukunnako yé"
"sentiments","dùsukunnata"
"opinion","dùsukunnata"
"poltron","dùsukunntan"
"paresseux","dùsukunntan"
"pusillanimité","dùsukunntanya"
"paresse","dùsukunntanya"
"palpitations cardiaques","dùsukunyɛrɛyɛrɛ"
"grande perplexité","dùsukunyɛrɛyɛrɛ"
"affliction","dùsulafiliba"
"encouragement","dùsulaminkuma"
"exhortation","dùsulaminkuma"
"bénin","dùsumandi"
"de bonne humeur","dùsumandi"
"bonne humeur","dùsumandiya"
"gentillesse","dùsumandiya"
"irascible","dùsumango"
"désagréable","dùsumango"
"deux irascibles ne se donnent pas de conseil","dùsumango fìla tɛ́  ɲɔ́gɔn láadi"
"irascibilité","dùsumangoya"
"fainéant","dùsuntan"
"nausées","dùsuɲugu"
"thé vert","dùtɛ"
"thé vert","dùte"
"thé vert","jùte"
"thé vert","jùtɛ́"
"thé vert","te"
"[Context: la grande] chef de..famille","dútigi"
"propriétaire d'une.'concession'","dútigi"
"s'abaisser","dùuru"
"s'abaisser","dùrugu"
"se charger de","dùuru"
"se charger de","dùrugu"
"se baisser pour entrer sous une véranda","í dùuru  kà dòn  gá kɔ́rɔ"
"répandre","dùuru"
"répandre","bùruburu"
"répandre","dùruntu"
"troubler un liquide","dùuru"
"troubler un liquide","bùruburu"
"troubler un liquide","dùruntu"
"[Context: devinette] [Context: rép: le savon, ""sàfunɛ""] une seule boulette de ""dɛgɛ"" a troublé la rivière","dɛ̀gɛkun kélen yé  báji dùuru"
"cinq","dúuru"
"[Context: 10 et  5 = 15] quinze","tan ni duuru"
"25 francs","dúuru"
"cinquième","dúurunan"
"minibus","dúurunin"
"2SG EMPH","é"
"c'est à toi que je parle !","ń bɛ́  é dè mà !"
"eh!","ée"
"[Context: toi] eh  là-bas ! Ne fais pas ça !","ée ! cɛ̀ ! kàna  nìn kɛ́ dɛ́ !"
"région","erezɔn"
"ça alors!","éwe"
"ah!","ɛ́"
"eh ! ça c'est trop !","ɛ́ ! nìn ká cá dɛ́ !"
"pas possible!","ɛ̀ɛ"
"eh","ɛ̀ɛ"
"pouah","ɛ̀lɛ́"
"Internet","ɛntɛrinɛti"
"espagnol","ɛsipaɲi"
"langue espagnole","ɛsipaɲikan"
"folie","fà"
"rage","fà"
"père","fà"
"nous sommes de même père","án bɛ́ fà lá"
"oncle paternel","fà"
"ancêtres","fà"
"plein","fá"
"action de remplir","fá"
"satiété","fá"
"contenance","fá"
"quelle est la contenance du canari ?","dàga fá yé  jòli yé ?"
"remplir","fá"
"rassasier","fá"
"[Context: de joie] ton cadeau m'a comblé","í ká bònya, ò yé  né fá"
"il respire la santé","à fálen  à ní ná"
"bien accomplir","fá"
"il a bien accompli sa fonction","à y'í jɔ̀yɔrɔ fá"
"capitale","fáaba"
"grand centre","fáaba"
"dans Bamako, la capitale du Mali ...","Bàmakɔ, Màli fáaba kɔ́nɔ..."
"assassin","fàabaa"
"assassin","fàga.baga"
"sacrificateur","fàabaa"
"sacrificateur","fàga.baga"
"instrument pour tuer","fàafɛn"
"instrument pour tuer","fàga.fɛn"
"victime à.tuer","fàafɛn"
"victime à.tuer","fàga.fɛn"
"veillée","fàala"
"faire la veillée","fàala bɔ́"
"grand vent froid","fáala"
"le ""faala"" fait éclater les calebasses","fáala bɛ́  bàraden pɛ́rɛn"
"marteau de forgeron","fàale"
"meurtre","fàali"
"meurtre","fàga.li"
"action de sacrifier","fàali"
"action de sacrifier","fàga.li"
"roi","fàama"
"commandant de cercle","fàama"
"riche","fàama"
"les officiels, les autorités","fàama"
"corvée","fàamabaara"
"homme de confiance d'un puissant","fàamaboloma"
"capitale","fàamadugu"
"siège administratif","fàamadugu"
"réception officielle","fàamakunbɛn"
"fonctionnaire","fàamalamɔgɔ"
"puissance","fàamaya"
"richesse","fàamaya"
"royauté","fàamaya"
"rendre puissant","fàamaya"
"autrefois, il était dans la misère, maintenant le voiià riche","fɔ́lɔfɔlɔ, sɛ̀gɛn tùn b'á lá, sísan, à fàamayara"
"compréhension","fàamu"
"ce n'est pas difficile à comprendre","à fàamu mán gó"
"comprendre","fàamu"
"vous ne comprenez pas ce proverbe ?","á tɛ́  nìn ntàlen fàamu wá ?"
"incompréhensible","fàamubali"
"[Context: à la langue impénétrable] [Context: Is 33, 19] ce peuple au parler incompréhensible","nìn jàma mín bɛ́ kúma fàamubali fɔ́"
"compréhension","fàamuya"
"intelligence vive","fàamuya"
"un tel est intelligent","fàamuya bɛ́  kàrisa lá"
"comprendre","fàamuya"
"comprenons-nous bien !","án kà  ɲɔ́gɔn fàamuya !"
"connaisseur","fàamuyabaga"
"spécialiste","fàamuyabaga"
"[Context: kb 2/06 p 11] les spécialistes du football ont fait un certain nombre d'observations","ntòlatan fàamuyabaga yé kɔ̀lɔsili dámadɔ kɛ́"
"compétent","fàamuyalen"
"[Context: kb 1/06 p 2] 67 spécialistes ont parlé sur ces sujets","mɔ̀gɔ fàamuyalen 67 kúmana másalakun nìnnu kàn"
"compréhension","fàamuyali"
"[Context: des choses] [Context: meilleure] maintenant, on a abandonné beaucoup de ces coutumes,c'est dû à une  compréhension","sísan, ò làada cáman dábilara, ò bɛ́ sɔ̀rɔ  fàamuyali fɛ̀"
"pauvre","fàantan"
"pauvre","dɛ́sɛbaatɔ"
"pauvre","sɛ̀gɛnbaatɔ"
"[Context: dicton] [Context: rectum] le pauvre a le ventre  vide","fàantan bòdingɛ ká dùn"
"impuissance","fàantan"
"impuissance","dɛ́sɛbaatɔ"
"impuissance","sɛ̀gɛnbaatɔ"
"pays pauvre","fàantanjamana"
"pays pauvre","sɛ̀gɛbaatɔjamana"
"pays sous-développé","fàantanjamana"
"pays sous-développé","sɛ̀gɛbaatɔjamana"
"pauvreté","fàantanya"
"si grande que soit la pauvreté ...","fàantanya bònyana  cógo ó cógo..."
"appauvrir","fàantanya"
"balayer","fàari"
"rafler","fàari"
"en plein","fáari"
"brusquemment","fáari"
"la sorcière s'est levé et les a tous égorgés","mùsokɔrɔnin wúlila k'ù bɛ́ɛ kántigɛ fáari"
"il s'est levé tout d'un coup","à wúlila fáari k'í jɔ̀"
"génie des eaux","fàaro"
"génie des eaux","fàarɔ"
"nymphe","fàaro"
"nymphe","fàarɔ"
"parfaitement!","fáasi"
"tout à fait ! parfaitement !","fáasi !"
"mourir","fáatu"
"mourir","fátu"
"décès","fáatuli"
"décès","fátu.li"
"gavé","fábaatɔ"
"rassasié","fábaatɔ"
"insatiable","fábali"
"non rempli","fábali"
"génération des pères","fàbolo"
"cadeau fait au père de la fiancée","fàbonya"
"clan","fàbulonda"
"clan","síbolo"
"clan","gà"
"famille","fàbulonda"
"famille","síbolo"
"famille","gà"
"plante Coleus blumei","fàburama"
"plante Coleus dysentericus","fàburama"
"père","fàcɛ"
"père","fà.kɛ"
"frère consanguin","fàden"
"personne malveillante","fàden"
"jalousie des frères","fàdenjuguya"
"jalousie des frères","fàdenkɔniya"
"bon à.rien","fàdensago"
"bon à.rien","fùgare"
"rivalité","fàdenya"
"la jalousie les dressa l'un contre l'autre","fàdenya wúlila  ù ní  ɲɔ́gɔn cɛ́"
"maison paternelle","fàdu"
"tuer","fàga"
"tuer","fàa"
"sacrifier","fàga"
"sacrifier","fàa"
"éteindre","fàga"
"éteindre","fàa"
"abroger","fàga"
"abroger","fàa"
"forge","fàga"
"action de forger","fàga"
"[Context: re] il a pris la flèche pour la forger","à yé  bìyɛn tà  k'ò dòn  fàga lá"
"forger","fàga"
"forger","fàa"
"grande jarre","fága"
"grande jarre","fáa"
"grande jarre","fwá"
"poële à.frire","fága"
"poële à.frire","fáa"
"poële à.frire","fwá"
"si c'est une offrande cuite à la poële ...","Ní í ká sɔ́nnifɛn yé fɛ́n jíranta yé fága lá (lé 2,7)"
"maladie fatale","fàgabana"
"maladie fatale","sàyabana"
